FraudFound,AccidentArea,Age,VehiclePrice,PastNumberOfClaims,Fault
No,Rural,53,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,31,"20,000 to 29,000",none,Policy Holder
No,Urban,44,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,65,"40,000 to 59,000",1,Policy Holder
No,Urban,58,"more than 69,000",more than 4,Policy Holder
No,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,41,"less than 20,000",none,Third Party
No,Urban,0,"more than 69,000",none,Policy Holder
No,Urban,27,"more than 69,000",none,Third Party
No,Urban,36,"40,000 to 59,000",2 to 4,Policy Holder
Yes,Urban,29,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,30,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,51,"20,000 to 29,000",more than 4,Policy Holder
No,Rural,40,"40,000 to 59,000",none,Policy Holder
No,Urban,35,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,34,"less than 20,000",none,Third Party
No,Urban,21,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,47,"more than 69,000",1,Policy Holder
No,Urban,55,"20,000 to 29,000",none,Third Party
No,Urban,51,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,34,"20,000 to 29,000",none,Third Party
No,Urban,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,26,"20,000 to 29,000",more than 4,Third Party
No,Urban,42,"more than 69,000",1,Policy Holder
No,Urban,26,"20,000 to 29,000",1,Policy Holder
No,Urban,58,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,29,"20,000 to 29,000",none,Policy Holder
No,Urban,28,"30,000 to 39,000",1,Policy Holder
No,Urban,39,"less than 20,000",more than 4,Policy Holder
No,Urban,40,"40,000 to 59,000",2 to 4,Third Party
No,Rural,35,"30,000 to 39,000",1,Policy Holder
No,Urban,57,"less than 20,000",1,Policy Holder
No,Urban,29,"30,000 to 39,000",none,Policy Holder
Yes,Urban,38,"less than 20,000",none,Policy Holder
No,Urban,41,"20,000 to 29,000",none,Third Party
No,Urban,62,"30,000 to 39,000",none,Policy Holder
No,Urban,47,"less than 20,000",none,Policy Holder
No,Urban,54,"20,000 to 29,000",none,Third Party
No,Urban,44,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,62,"less than 20,000",none,Policy Holder
No,Rural,24,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,30,"20,000 to 29,000",more than 4,Policy Holder
No,Rural,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,45,"more than 69,000",1,Third Party
No,Urban,26,"less than 20,000",2 to 4,Policy Holder
No,Urban,34,"30,000 to 39,000",1,Policy Holder
No,Urban,32,"less than 20,000",none,Policy Holder
Yes,Urban,53,"less than 20,000",none,Policy Holder
No,Urban,26,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,27,"30,000 to 39,000",2 to 4,Third Party
No,Urban,28,"20,000 to 29,000",none,Policy Holder
No,Urban,52,"more than 69,000",2 to 4,Policy Holder
No,Urban,41,"30,000 to 39,000",1,Policy Holder
No,Urban,37,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,0,"more than 69,000",more than 4,Policy Holder
No,Urban,59,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,30,"20,000 to 29,000",none,Third Party
No,Urban,27,"more than 69,000",none,Policy Holder
No,Rural,30,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,51,"less than 20,000",1,Third Party
Yes,Urban,24,"more than 69,000",none,Policy Holder
No,Urban,34,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Rural,27,"20,000 to 29,000",none,Third Party
No,Urban,49,"more than 69,000",2 to 4,Policy Holder
No,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,27,"20,000 to 29,000",none,Policy Holder
No,Urban,75,"40,000 to 59,000",more than 4,Policy Holder
No,Urban,55,"20,000 to 29,000",1,Policy Holder
No,Urban,65,"less than 20,000",none,Policy Holder
No,Urban,56,"20,000 to 29,000",more than 4,Third Party
No,Rural,30,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,55,"30,000 to 39,000",none,Third Party
No,Urban,46,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,25,"30,000 to 39,000",none,Policy Holder
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,29,"20,000 to 29,000",more than 4,Policy Holder
No,Rural,61,"30,000 to 39,000",none,Policy Holder
No,Urban,46,"more than 69,000",2 to 4,Third Party
No,Urban,40,"20,000 to 29,000",1,Policy Holder
No,Urban,52,"less than 20,000",none,Policy Holder
No,Urban,51,"40,000 to 59,000",1,Policy Holder
No,Urban,55,"30,000 to 39,000",more than 4,Third Party
No,Urban,41,"40,000 to 59,000",2 to 4,Policy Holder
No,Urban,34,"less than 20,000",1,Policy Holder
No,Urban,20,"less than 20,000",1,Policy Holder
No,Urban,37,"more than 69,000",2 to 4,Policy Holder
No,Urban,41,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,45,"more than 69,000",1,Third Party
Yes,Urban,34,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,62,"60,000 to 69,000",2 to 4,Third Party
Yes,Rural,53,"20,000 to 29,000",1,Policy Holder
No,Urban,36,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,50,"20,000 to 29,000",1,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Third Party
No,Rural,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,32,"20,000 to 29,000",more than 4,Third Party
No,Urban,29,"20,000 to 29,000",1,Policy Holder
No,Urban,41,"30,000 to 39,000",2 to 4,Policy Holder
Yes,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,33,"30,000 to 39,000",none,Third Party
No,Urban,26,"40,000 to 59,000",more than 4,Policy Holder
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,34,"more than 69,000",2 to 4,Policy Holder
No,Urban,27,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,73,"more than 69,000",more than 4,Policy Holder
No,Urban,53,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,76,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"more than 69,000",none,Policy Holder
No,Urban,35,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,65,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,35,"more than 69,000",2 to 4,Policy Holder
No,Urban,37,"40,000 to 59,000",2 to 4,Policy Holder
No,Urban,29,"30,000 to 39,000",2 to 4,Policy Holder
Yes,Urban,18,"20,000 to 29,000",none,Policy Holder
No,Urban,32,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,54,"20,000 to 29,000",1,Policy Holder
No,Urban,41,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,26,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,57,"20,000 to 29,000",1,Policy Holder
No,Urban,65,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,22,"30,000 to 39,000",none,Policy Holder
Yes,Urban,23,"more than 69,000",1,Policy Holder
No,Urban,42,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
No,Urban,46,"20,000 to 29,000",none,Policy Holder
No,Urban,38,"more than 69,000",more than 4,Policy Holder
No,Urban,34,"more than 69,000",more than 4,Policy Holder
No,Urban,30,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,33,"20,000 to 29,000",2 to 4,Third Party
No,Urban,41,"20,000 to 29,000",more than 4,Third Party
Yes,Urban,29,"30,000 to 39,000",1,Policy Holder
No,Urban,63,"more than 69,000",1,Third Party
No,Urban,37,"20,000 to 29,000",1,Policy Holder
No,Urban,36,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,39,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,29,"30,000 to 39,000",none,Policy Holder
No,Urban,41,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,44,"20,000 to 29,000",none,Third Party
No,Urban,52,"30,000 to 39,000",none,Policy Holder
No,Urban,36,"20,000 to 29,000",none,Third Party
No,Urban,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",none,Third Party
No,Urban,50,"more than 69,000",none,Third Party
No,Urban,64,"60,000 to 69,000",more than 4,Policy Holder
Yes,Rural,36,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,27,"20,000 to 29,000",1,Policy Holder
Yes,Urban,40,"20,000 to 29,000",none,Policy Holder
No,Urban,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,50,"20,000 to 29,000",1,Policy Holder
No,Urban,61,"less than 20,000",none,Policy Holder
No,Urban,45,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,41,"more than 69,000",1,Third Party
No,Urban,63,"20,000 to 29,000",1,Policy Holder
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
Yes,Urban,31,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,53,"30,000 to 39,000",none,Third Party
No,Rural,53,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,55,"40,000 to 59,000",2 to 4,Policy Holder
No,Rural,0,"more than 69,000",none,Policy Holder
No,Urban,0,"more than 69,000",none,Policy Holder
No,Urban,29,"20,000 to 29,000",none,Policy Holder
Yes,Urban,31,"less than 20,000",none,Third Party
No,Urban,37,"30,000 to 39,000",none,Policy Holder
No,Urban,26,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,26,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,55,"20,000 to 29,000",none,Policy Holder
No,Rural,31,"20,000 to 29,000",1,Third Party
No,Urban,40,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,44,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,36,"20,000 to 29,000",2 to 4,Third Party
No,Urban,26,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
Yes,Rural,43,"30,000 to 39,000",1,Policy Holder
No,Urban,53,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,34,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"less than 20,000",1,Third Party
No,Urban,62,"more than 69,000",none,Policy Holder
Yes,Urban,46,"20,000 to 29,000",none,Policy Holder
No,Urban,35,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,69,"20,000 to 29,000",2 to 4,Third Party
No,Urban,28,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,31,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,48,"30,000 to 39,000",1,Policy Holder
No,Urban,61,"30,000 to 39,000",none,Policy Holder
No,Urban,30,"20,000 to 29,000",none,Policy Holder
No,Urban,37,"20,000 to 29,000",2 to 4,Third Party
No,Urban,37,"20,000 to 29,000",none,Third Party
No,Urban,29,"20,000 to 29,000",none,Third Party
No,Urban,28,"30,000 to 39,000",1,Third Party
No,Urban,39,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,34,"20,000 to 29,000",none,Policy Holder
No,Urban,63,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,43,"30,000 to 39,000",none,Policy Holder
No,Urban,58,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,34,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,58,"20,000 to 29,000",2 to 4,Third Party
No,Urban,51,"20,000 to 29,000",none,Policy Holder
No,Urban,42,"20,000 to 29,000",none,Third Party
No,Urban,35,"60,000 to 69,000",none,Policy Holder
No,Rural,21,"more than 69,000",2 to 4,Policy Holder
No,Urban,37,"20,000 to 29,000",1,Third Party
No,Urban,29,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,25,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,34,"30,000 to 39,000",1,Third Party
No,Urban,38,"more than 69,000",none,Policy Holder
No,Urban,41,"20,000 to 29,000",none,Policy Holder
No,Rural,43,"less than 20,000",1,Policy Holder
No,Urban,49,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,26,"30,000 to 39,000",none,Policy Holder
No,Urban,38,"20,000 to 29,000",none,Policy Holder
No,Urban,52,"30,000 to 39,000",none,Third Party
No,Urban,47,"30,000 to 39,000",more than 4,Policy Holder
No,Rural,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,64,"more than 69,000",1,Policy Holder
No,Urban,25,"20,000 to 29,000",1,Third Party
No,Urban,29,"20,000 to 29,000",none,Third Party
No,Urban,27,"30,000 to 39,000",none,Third Party
No,Urban,44,"20,000 to 29,000",none,Policy Holder
No,Urban,39,"30,000 to 39,000",none,Policy Holder
No,Urban,30,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,28,"20,000 to 29,000",none,Third Party
No,Urban,39,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,26,"20,000 to 29,000",2 to 4,Third Party
No,Urban,31,"more than 69,000",1,Policy Holder
No,Urban,26,"less than 20,000",none,Policy Holder
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
No,Urban,36,"less than 20,000",none,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Policy Holder
No,Urban,37,"20,000 to 29,000",2 to 4,Third Party
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
No,Urban,44,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,31,"20,000 to 29,000",2 to 4,Third Party
No,Rural,27,"30,000 to 39,000",none,Third Party
No,Urban,44,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,34,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,26,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,31,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,29,"less than 20,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",1,Third Party
No,Urban,27,"30,000 to 39,000",more than 4,Third Party
No,Urban,24,"30,000 to 39,000",none,Third Party
Yes,Rural,61,"20,000 to 29,000",none,Policy Holder
No,Urban,27,"more than 69,000",2 to 4,Policy Holder
No,Urban,69,"more than 69,000",none,Third Party
No,Urban,32,"60,000 to 69,000",1,Third Party
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Urban,28,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,42,"20,000 to 29,000",more than 4,Third Party
No,Urban,63,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,50,"less than 20,000",1,Policy Holder
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
No,Urban,27,"more than 69,000",2 to 4,Third Party
No,Urban,34,"20,000 to 29,000",2 to 4,Third Party
No,Urban,73,"20,000 to 29,000",none,Third Party
No,Urban,43,"20,000 to 29,000",more than 4,Third Party
No,Urban,61,"30,000 to 39,000",none,Policy Holder
No,Urban,60,"20,000 to 29,000",2 to 4,Policy Holder
Yes,Urban,30,"more than 69,000",none,Policy Holder
No,Urban,51,"less than 20,000",more than 4,Third Party
No,Urban,45,"20,000 to 29,000",none,Third Party
No,Urban,49,"20,000 to 29,000",1,Third Party
No,Urban,54,"20,000 to 29,000",2 to 4,Third Party
No,Urban,30,"20,000 to 29,000",none,Policy Holder
No,Urban,39,"30,000 to 39,000",none,Third Party
No,Urban,62,"20,000 to 29,000",none,Policy Holder
No,Urban,56,"30,000 to 39,000",none,Third Party
No,Urban,62,"less than 20,000",1,Policy Holder
No,Urban,35,"20,000 to 29,000",none,Policy Holder
No,Urban,21,"30,000 to 39,000",none,Policy Holder
No,Urban,47,"30,000 to 39,000",none,Policy Holder
No,Urban,49,"30,000 to 39,000",1,Policy Holder
No,Urban,34,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,54,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,61,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,31,"less than 20,000",none,Policy Holder
No,Urban,66,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,43,"20,000 to 29,000",2 to 4,Third Party
No,Urban,32,"20,000 to 29,000",more than 4,Third Party
No,Urban,22,"20,000 to 29,000",none,Policy Holder
No,Urban,45,"more than 69,000",1,Policy Holder
No,Urban,65,"30,000 to 39,000",none,Policy Holder
No,Urban,36,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,50,"20,000 to 29,000",2 to 4,Third Party
No,Urban,45,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Third Party
No,Rural,26,"less than 20,000",2 to 4,Policy Holder
No,Urban,78,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,38,"20,000 to 29,000",none,Policy Holder
No,Urban,40,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,48,"more than 69,000",none,Policy Holder
No,Urban,53,"20,000 to 29,000",none,Policy Holder
No,Urban,28,"more than 69,000",2 to 4,Policy Holder
No,Urban,44,"30,000 to 39,000",none,Policy Holder
No,Urban,44,"30,000 to 39,000",1,Policy Holder
No,Urban,61,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,43,"30,000 to 39,000",2 to 4,Third Party
No,Urban,43,"30,000 to 39,000",none,Third Party
No,Rural,63,"20,000 to 29,000",1,Policy Holder
No,Urban,46,"20,000 to 29,000",1,Policy Holder
No,Urban,50,"20,000 to 29,000",none,Policy Holder
No,Urban,46,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,61,"20,000 to 29,000",1,Policy Holder
No,Urban,55,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,30,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,28,"30,000 to 39,000",1,Third Party
No,Urban,56,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,78,"less than 20,000",1,Third Party
No,Urban,23,"20,000 to 29,000",2 to 4,Third Party
No,Urban,78,"more than 69,000",1,Policy Holder
No,Urban,47,"more than 69,000",none,Policy Holder
No,Urban,65,"20,000 to 29,000",2 to 4,Third Party
No,Urban,54,"30,000 to 39,000",none,Policy Holder
No,Urban,27,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,44,"30,000 to 39,000",1,Third Party
No,Urban,35,"20,000 to 29,000",more than 4,Third Party
No,Urban,41,"more than 69,000",none,Policy Holder
No,Urban,40,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,27,"40,000 to 59,000",none,Policy Holder
No,Urban,54,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,52,"30,000 to 39,000",none,Third Party
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
Yes,Urban,24,"20,000 to 29,000",none,Policy Holder
No,Urban,30,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,36,"less than 20,000",2 to 4,Policy Holder
No,Rural,30,"20,000 to 29,000",1,Third Party
No,Urban,29,"20,000 to 29,000",1,Policy Holder
No,Urban,34,"20,000 to 29,000",1,Third Party
No,Urban,43,"20,000 to 29,000",none,Policy Holder
No,Urban,75,"20,000 to 29,000",none,Policy Holder
No,Urban,63,"more than 69,000",none,Policy Holder
No,Urban,37,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,34,"20,000 to 29,000",none,Policy Holder
No,Urban,43,"30,000 to 39,000",none,Policy Holder
No,Urban,44,"30,000 to 39,000",1,Policy Holder
No,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,49,"20,000 to 29,000",none,Policy Holder
No,Urban,27,"40,000 to 59,000",none,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Policy Holder
No,Urban,41,"20,000 to 29,000",1,Policy Holder
No,Urban,55,"more than 69,000",none,Third Party
No,Urban,29,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,33,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,25,"20,000 to 29,000",1,Third Party
No,Urban,35,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,30,"more than 69,000",2 to 4,Policy Holder
No,Urban,44,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,55,"30,000 to 39,000",none,Policy Holder
No,Urban,48,"20,000 to 29,000",none,Third Party
No,Urban,41,"more than 69,000",2 to 4,Third Party
No,Rural,56,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,48,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,55,"20,000 to 29,000",none,Policy Holder
No,Urban,50,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,49,"more than 69,000",1,Policy Holder
No,Urban,41,"20,000 to 29,000",1,Policy Holder
No,Urban,52,"20,000 to 29,000",none,Third Party
No,Urban,60,"30,000 to 39,000",2 to 4,Third Party
No,Urban,32,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,56,"20,000 to 29,000",none,Policy Holder
No,Urban,36,"30,000 to 39,000",1,Policy Holder
No,Urban,28,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,33,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,34,"20,000 to 29,000",2 to 4,Third Party
No,Urban,52,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,46,"20,000 to 29,000",1,Policy Holder
No,Urban,34,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,66,"20,000 to 29,000",1,Third Party
No,Urban,30,"more than 69,000",more than 4,Policy Holder
No,Urban,71,"less than 20,000",2 to 4,Policy Holder
No,Urban,37,"20,000 to 29,000",none,Third Party
No,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,26,"20,000 to 29,000",none,Third Party
No,Rural,0,"more than 69,000",none,Policy Holder
No,Urban,33,"20,000 to 29,000",1,Policy Holder
No,Urban,39,"30,000 to 39,000",1,Policy Holder
No,Urban,41,"20,000 to 29,000",none,Policy Holder
No,Urban,30,"30,000 to 39,000",none,Policy Holder
Yes,Urban,28,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Urban,31,"20,000 to 29,000",none,Third Party
No,Urban,40,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,78,"30,000 to 39,000",none,Third Party
No,Urban,48,"more than 69,000",1,Policy Holder
No,Rural,33,"30,000 to 39,000",1,Third Party
No,Urban,51,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,33,"less than 20,000",none,Policy Holder
No,Urban,51,"20,000 to 29,000",2 to 4,Third Party
No,Rural,49,"20,000 to 29,000",1,Third Party
No,Urban,29,"more than 69,000",more than 4,Policy Holder
No,Urban,43,"20,000 to 29,000",none,Third Party
No,Rural,62,"more than 69,000",2 to 4,Third Party
Yes,Urban,31,"20,000 to 29,000",none,Policy Holder
No,Rural,27,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,45,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,51,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,35,"20,000 to 29,000",1,Third Party
No,Urban,50,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,31,"20,000 to 29,000",more than 4,Policy Holder
